2017-07-10,140
2017-07-11,162
2017-07-12,149
2017-07-13,137
2017-07-14,149
2017-07-15,98
2017-07-16,112
2017-07-17,163
2017-07-18,190
2017-07-19,150
2017-07-20,141
2017-07-21,114
2017-07-22,88
2017-07-23,104
2017-07-24,161
2017-07-25,151
2017-07-26,123
2017-07-27,123
2017-07-28,132
2017-07-29,115
2017-07-30,117
2017-07-31,147
2017-08-01,165
2017-08-02,155
2017-08-03,146
2017-08-04,141
2017-08-05,115
2017-08-06,108
2017-08-07,157
2017-08-08,146
2017-08-09,142
2017-08-10,155
2017-08-11,138
2017-08-12,97
2017-08-13,92
2017-08-14,156
2017-08-15,193
2017-08-16,173
2017-08-17,155
2017-08-18,146
2017-08-19,108
2017-08-20,103
2017-08-21,177
2017-08-22,136
2017-08-23,111
2017-08-24,126
2017-08-25,123
2017-08-26,93
2017-08-27,118
2017-08-28,155
2017-08-29,137
2017-08-30,178
2017-08-31,148
2017-09-01,158
2017-09-02,104
2017-09-03,125
2017-09-04,148
2017-09-05,154
2017-09-06,140
2017-09-07,97
2017-09-08,115
2017-09-09,106
2017-09-10,135
2017-09-11,178
2017-09-12,204
2017-09-13,205
2017-09-14,166
2017-09-15,150
2017-09-16,129
2017-09-17,125
2017-09-18,183
2017-09-19,153
2017-09-20,161
2017-09-21,150
2017-09-22,136
2017-09-23,85
2017-09-24,113
2017-09-25,133
2017-09-26,179
2017-09-27,144
2017-09-28,142
2017-09-29,116
2017-09-30,109
2017-10-01,128
2017-10-02,142
2017-10-03,198
2017-10-04,157
2017-10-05,140
2017-10-06,126
2017-10-07,103
2017-10-08,124
2017-10-09,191
2017-10-10,180
2017-10-11,156
2017-10-12,140
2017-10-13,151
2017-10-14,116
2017-10-15,120
2017-10-16,194
2017-10-17,197
2017-10-18,176
2017-10-19,175
2017-10-20,120
2017-10-21,110
2017-10-22,157
2017-10-23,158
2017-10-24,164
2017-10-25,154
2017-10-26,143
2017-10-27,131
2017-10-28,86
2017-10-29,130
2017-10-30,144
2017-10-31,157
2017-11-01,109
2017-11-02,121
2017-11-03,138
2017-11-04,111
2017-11-05,141
2017-11-06,190
2017-11-07,157
2017-11-08,174
2017-11-09,188
2017-11-10,164
2017-11-11,155
2017-11-12,172
2017-11-13,202
2017-11-14,189
2017-11-15,185
2017-11-16,224
2017-11-17,189
2017-11-18,146
2017-11-19,158
2017-11-20,226
2017-11-21,226
2017-11-22,198
2017-11-23,277
2017-11-24,1166
2017-11-25,498
2017-11-26,388
2017-11-27,400
2017-11-28,376
2017-11-29,319
2017-11-30,264
2017-12-01,274
2017-12-02,214
2017-12-03,231
2017-12-04,331
2017-12-05,275
2017-12-06,273
2017-12-07,226
2017-12-08,215
2017-12-09,155
2017-12-10,187
2017-12-11,267
2017-12-12,258
2017-12-13,218
2017-12-14,199
2017-12-15,192
2017-12-16,131
2017-12-17,133
2017-12-18,208
2017-12-19,174
2017-12-20,171
2017-12-21,143
2017-12-22,110
2017-12-23,107
2017-12-24,59
2017-12-25,90
2017-12-26,168
2017-12-27,166
2017-12-28,146
2017-12-29,133
2017-12-30,96
2017-12-31,74
2018-01-01,73
2018-01-02,203
2018-01-03,222
2018-01-04,255
2018-01-05,209
2018-01-06,215
2018-01-07,195
2018-01-08,292
2018-01-09,251
2018-01-10,277
2018-01-11,264
2018-01-12,239
2018-01-13,216
2018-01-14,232
2018-01-15,305
2018-01-16,301
2018-01-17,282
2018-01-18,238
2018-01-19,232
2018-01-20,184
2018-01-21,194
2018-01-22,310
2018-01-23,262
2018-01-24,243
2018-01-25,232
2018-01-26,228
2018-01-27,153
2018-01-28,155
2018-01-29,246
2018-01-30,257
2018-01-31,255
2018-02-01,232
2018-02-02,212
2018-02-03,193
2018-02-04,201
2018-02-05,271
2018-02-06,267
2018-02-07,246
2018-02-08,229
2018-02-09,211
2018-02-10,176
2018-02-11,170
2018-02-12,215
2018-02-13,222
2018-02-14,294
2018-02-15,281
2018-02-16,212
2018-02-17,202
2018-02-18,202
2018-02-19,259
2018-02-20,288
2018-02-21,265
2018-02-22,278
2018-02-23,235
2018-02-24,190
2018-02-25,237
2018-02-26,296
2018-02-27,298
2018-02-28,312
2018-03-01,275
2018-03-02,265
2018-03-03,212
2018-03-04,235
2018-03-05,262
2018-03-06,271
2018-03-07,258
2018-03-08,234
2018-03-09,203
2018-03-10,192
2018-03-11,218
2018-03-12,232
2018-03-13,227
2018-03-14,198
2018-03-15,286
2018-03-16,252
2018-03-17,180
2018-03-18,215
2018-03-19,302
2018-03-20,297
2018-03-21,285
2018-03-22,254
2018-03-23,219
2018-03-24,165
2018-03-25,190
2018-03-26,271
2018-03-27,245
2018-03-28,219
2018-03-29,194
2018-03-30,165
2018-03-31,167
2018-04-01,207
2018-04-02,281
2018-04-03,246
2018-04-04,257
2018-04-05,266
2018-04-06,189
2018-04-07,164
2018-04-08,185
2018-04-09,253
2018-04-10,201
2018-04-11,274
2018-04-12,255
2018-04-13,202
2018-04-14,146
2018-04-15,223
2018-04-16,280
2018-04-17,265
2018-04-18,280
2018-04-19,292
2018-04-20,196
2018-04-21,156
2018-04-22,200
2018-04-23,285
2018-04-24,271
2018-04-25,284
2018-04-26,254
2018-04-27,242
2018-04-28,169
2018-04-29,171
2018-04-30,240
2018-05-01,255
2018-05-02,295
2018-05-03,304
2018-05-04,265
2018-05-05,197
2018-05-06,210
2018-05-07,371
2018-05-08,327
2018-05-09,342
2018-05-10,279
2018-05-11,246
2018-05-12,204
2018-05-13,206
2018-05-14,364
2018-05-15,352
2018-05-16,357
2018-05-17,227
2018-05-18,236
2018-05-19,139
2018-05-20,161
2018-05-21,204
2018-05-22,199
2018-05-23,132
2018-05-24,114
2018-05-25,103
2018-05-26,99
2018-05-27,100
2018-05-28,143
2018-05-29,149
2018-05-30,140
